"respid","freq","female","age","inc","color","veh","worker","time","company","access","av_drive","av_pool","av_pickup","av_taxi","av_transit","av_bike","av_walk","age_18_24","age_25_34","age_35_44","age_45_54","age_55_64","age_65","inc_under30k","inc_30k_75k","inc_75k_100k","inc_over100k","time_mor_eve","time_once","time_weekend","freq_month","freq_week","freq_24days","freq_57days"
10791843569,3,1,5,3,0,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
10791831635,1,1,3,3,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
10791806218,1,0,5,1,0,1,0,4,1,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
10791765278,3,1,1,3,0,2,2,0,0,5,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
10791724090,1,0,5,3,0,2,1,2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
10791723877,1,1,5,2,0,2,1,0,1,3,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
10791695866,1,1,5,1,0,1,1,4,0,3,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
10791684239,3,1,4,3,0,2,2,0,1,5,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
10791676471,3,1,3,3,1,2,2,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
10791671957,3,1,2,3,0,2,2,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
10791670369,3,1,4,3,0,1,2,0,0,6,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
10791669138,3,0,1,2,0,1,1,0,0,5,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
10791617449,1,1,2,1,0,0,1,0,0,3,0,0,0,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0
10791616351,3,1,1,3,1,2,2,0,0,2,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
10791582294,2,0,2,2,0,1,2,0,0,5,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
10791510393,1,0,3,3,0,4,2,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
10791493139,1,1,0,2,1,1,2,4,0,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0
10791485915,1,1,1,3,0,2,2,0,0,5,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
10791445815,1,1,1,3,0,2,3,4,0,5,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
10791438441,1,1,3,2,0,1,2,0,1,6,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
10791380316,1,1,1,2,0,0,1,0,0,5,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
10791368406,3,0,2,3,1,2,2,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
10791365996,1,1,1,1,0,1,1,2,1,3,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
10791363152,3,0,3,2,0,1,1,0,0,4,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0
10791357424,2,0,2,1,0,2,1,4,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
10791357181,1,1,2,1,0,1,1,4,0,6,1,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0
10791353981,1,0,3,3,1,1,1,2,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0
10791337472,1,0,4,3,0,4,2,0,1,5,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
10791063484,2,0,2,2,0,1,1,2,0,5,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0
10790931124,3,1,1,3,0,4,4,0,1,6,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
10790757530,3,0,2,3,1,2,1,0,0,2,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
10790729713,1,0,4,3,0,2,2,0,0,5,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
10790641458,1,0,5,3,0,2,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
10790605020,1,0,5,3,0,2,0,2,1,5,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
10790562050,3,1,1,2,1,1,2,0,0,5,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
10790521240,1,0,1,3,1,2,2,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
10790511991,1,0,3,2,0,2,2,0,1,5,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
10790341401,2,0,3,2,1,2,2,0,0,5,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0
10790188875,1,1,5,3,0,1,1,0,1,6,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
10790103626,1,0,5,3,0,3,3,1,0,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
10789350377,1,1,4,3,0,2,2,0,1,2,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
10789332744,1,0,1,2,0,2,2,2,1,2,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0
10789299515,1,0,4,3,1,1,1,0,0,5,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0
10789270356,2,1,4,3,0,3,2,0,1,3,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
10789135025,4,1,4,3,0,2,2,0,0,5,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
10789014233,2,0,5,2,0,2,1,0,0,5,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0
10788999184,2,0,4,3,0,3,2,0,0,5,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
10788994808,1,1,0,0,0,1,3,3,1,6,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
10788978049,1,1,5,3,0,1,0,0,0,5,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
10788967142,1,0,2,3,0,2,2,1,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0
10788941718,1,0,5,3,0,2,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
10788933054,1,0,5,3,0,1,0,0,1,6,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
10788913638,1,0,3,3,0,2,2,0,0,5,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
10788911056,1,1,4,2,0,1,2,0,1,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
10788910791,1,0,1,3,0,1,2,0,0,2,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
10788908974,1,0,5,2,0,3,1,0,0,3,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
10788901590,1,0,4,1,0,1,0,2,0,5,1,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0
10788874499,1,0,3,3,0,2,2,0,1,6,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
10788828624,2,0,2,3,0,2,2,0,1,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
10788812138,4,0,3,2,0,2,2,0,0,5,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1
10788805538,1,0,0,0,0,1,0,4,1,5,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
10788794632,1,0,5,2,0,1,0,0,1,5,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
10788785653,1,0,5,3,0,2,1,0,0,2,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
10788783170,1,1,5,3,0,1,1,2,0,5,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
10788778999,1,0,5,3,0,2,0,0,1,5,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
10788774700,1,0,1,3,0,1,2,2,1,5,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0
10788770436,1,0,5,3,0,3,2,1,1,0,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
10788758529,1,0,5,3,0,2,2,2,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
10788755748,1,0,5,3,0,2,0,2,1,2,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
10788749676,1,0,4,2,0,0,2,0,1,5,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
10788730379,1,0,3,3,1,1,2,4,1,5,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
10788725145,1,1,4,3,0,2,0,4,1,5,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0
10788722020,1,1,5,3,0,1,2,0,1,2,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
10788719111,1,0,5,3,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
10788718361,2,1,5,3,0,2,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
10788714565,2,0,5,3,0,2,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0
10788697102,1,0,5,3,0,2,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
10788697046,1,0,5,3,0,3,0,0,1,6,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
10788695797,2,0,5,3,0,2,0,2,1,6,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0
10788685728,1,1,5,3,0,1,1,2,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0
10788680876,1,0,5,3,0,2,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
10788675656,1,1,5,2,0,1,0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0
10788671914,1,0,5,3,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
10788668563,1,0,0,0,0,1,1,2,0,6,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0
10788665658,1,0,2,3,0,2,2,4,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0
10788659927,1,1,3,3,0,2,1,4,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
10788659833,2,0,3,3,0,2,2,1,0,5,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
10788659687,1,0,0,0,1,3,3,0,0,2,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
10788657363,1,1,4,3,0,2,2,3,1,3,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0
10788654555,3,0,1,3,0,2,2,0,0,5,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
10788650735,1,1,2,3,0,2,2,0,0,3,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0
10788650631,1,1,0,1,1,1,1,3,0,6,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
10788645133,3,0,4,1,0,3,2,0,1,5,1,1,1,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0
10788640857,2,1,1,3,0,2,2,0,1,6,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
10788552941,3,0,4,3,0,4,4,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
10787916083,1,1,0,1,1,2,2,3,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
10786503002,1,1,1,1,0,1,2,2,0,5,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
10785317332,3,0,5,3,1,2,3,0,0,5,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
10780845257,3,0,0,3,0,4,4,0,0,6,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
10779080531,3,0,5,3,1,2,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
10778080599,4,0,3,3,0,3,2,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
10776942084,3,0,1,3,1,2,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
10776798461,1,0,2,0,0,1,1,0,0,5,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0
10776785910,2,1,3,3,0,3,2,0,0,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
10776773883,3,1,1,1,0,2,1,0,0,5,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
10776738339,4,0,1,3,1,1,2,0,0,5,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
10776729574,2,1,2,3,0,1,1,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0
10773683828,2,1,2,2,0,0,1,0,0,6,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0
10773665993,4,1,3,3,1,2,2,2,0,4,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1
10771823846,3,0,3,3,1,1,2,0,0,6,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
10770799142,4,0,5,2,0,2,1,0,0,6,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1
10770767729,2,1,3,3,0,2,2,0,0,2,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0
10769639695,4,0,5,3,0,2,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
10769638651,3,0,2,3,0,2,2,0,0,5,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
10769532087,3,1,1,3,0,2,2,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
10768392616,4,0,2,3,0,2,3,0,0,0,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
10767100798,4,1,2,3,0,2,2,0,0,5,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
10766708329,3,0,4,3,0,2,0,0,0,6,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0
10765954861,1,1,3,3,0,2,2,0,0,0,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0
10765899221,3,0,5,2,0,3,3,0,1,6,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0
10765713222,4,1,1,1,0,1,1,0,0,6,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
10764564435,4,1,5,3,0,2,1,0,0,5,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1
10764542613,4,0,1,3,0,1,2,0,0,6,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
10764401950,4,0,3,1,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1
10763690201,4,0,4,3,0,2,2,0,0,5,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
10763674524,4,1,4,2,0,1,1,0,0,5,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
10763560969,4,1,4,3,1,3,2,0,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1
10763259519,4,1,3,3,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
10762965802,4,0,4,2,1,3,4,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1
10762918399,4,0,2,2,0,1,2,0,0,5,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1
10762888833,3,0,2,3,0,1,2,0,0,5,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
10762883844,1,0,1,3,0,2,2,0,0,5,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
10762803100,4,1,2,3,0,3,2,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
10762779117,4,1,1,1,0,1,2,0,0,5,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
10762774418,4,1,2,3,0,1,2,4,1,5,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1
10762705893,3,1,1,0,1,2,2,0,0,2,1,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
10762705828,3,1,5,3,0,2,1,0,0,5,1,1,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
10762673083,4,0,1,3,0,1,1,0,1,5,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
10762657321,3,1,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
10762634042,3,0,2,3,0,2,2,0,0,6,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
10762627527,3,1,0,1,0,1,2,0,0,5,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
10762614611,3,1,0,3,1,2,2,0,0,5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
10762609906,4,1,1,3,0,1,2,0,0,5,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
10762591194,4,0,1,3,0,1,2,0,0,2,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
10762591101,4,0,2,3,1,2,2,0,0,6,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
10762587938,4,0,3,3,1,3,2,0,0,0,1,1,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1
10762495599,4,0,2,2,0,3,1,2,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1
10762482878,3,0,1,3,0,1,1,0,0,5,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
10762460442,4,0,1,3,0,2,2,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1
10762457858,4,1,2,3,0,1,2,0,0,5,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1
10762439967,3,0,2,3,0,3,2,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0
10762369058,3,1,1,3,0,2,2,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
10762341434,2,1,2,3,0,2,2,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0
